,Accession,Organism_Name,SRA_Accession,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,Host,Isolation_Source,BioSample,GenBank_Title
82,NC_077800,Peach leaf pitting-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,XJ-6,Fabavirus persicae,Fabavirus,Secoviridae,ssRNA(+),3861,RefSeq,complete,,RNA2,1.0,China,China,Prunus persica,,,"Peach leaf pitting-associated virus isolate XJ-6 segment RNA2, complete sequence"
83,NC_077801,Peach leaf pitting-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,XJ-6,Fabavirus persicae,Fabavirus,Secoviridae,ssRNA(+),6357,RefSeq,complete,,RNA1,1.0,China,China,Prunus persica,,,"Peach leaf pitting-associated virus isolate XJ-6 segment RNA1, complete sequence"
84,NC_077806,Mammarenavirus choriomeningitidis,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Mammarenavirus choriomeningitidis,Mammarenavirus,Arenaviridae,ssRNA(+/-),7228,RefSeq,complete,,L,1.0,,,,,,"Lymphocytic choriomeningitis virus Armstrong 53b segment RNA L, complete sequence"
85,NC_077807,Mammarenavirus choriomeningitidis,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Mammarenavirus choriomeningitidis,Mammarenavirus,Arenaviridae,ssRNA(+/-),3376,RefSeq,complete,,S,1.0,,,,,,"Lymphocytic choriomeningitis virus Armstrong 53b segment RNA S, complete sequence"
86,NC_077808,La Crosse virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),984,RefSeq,complete,,small,1.0,USA: Minnesota,USA,,,,"La Crosse virus strain LACV/human/1960 segment small, complete sequence"
87,NC_077809,La Crosse virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4526,RefSeq,complete,,medium,1.0,USA: Minnesota,USA,,,,"La Crosse virus strain LACV/human/1960 segment medium, complete sequence"
88,NC_077810,La Crosse virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6980,RefSeq,complete,,large,1.0,USA: Minnesota,USA,,,,"La Crosse virus strain LACV/human/1960 segment large, complete sequence"
89,NC_077817,Botryosphaeria dothidea chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,dsRNA,3654,RefSeq,complete,,RNA 1,1.0,China,China,Botryosphaeria dothidea,,,"Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 1 putative RNA-dependent RNA polymerase (RdRp) gene, complete cds"
90,NC_077818,Botryosphaeria dothidea chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,dsRNA,2574,RefSeq,complete,,RNA 4,1.0,China,China,Botryosphaeria dothidea,,,"Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 4 hypothetical protein gene, complete cds"
91,NC_077819,Botryosphaeria dothidea chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,dsRNA,2597,RefSeq,complete,,RNA 3,1.0,China,China,Botryosphaeria dothidea,,,"Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 3 hypothetical protein gene, complete cds"
92,NC_077820,Botryosphaeria dothidea chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,dsRNA,2773,RefSeq,complete,,RNA 2,1.0,China,China,Botryosphaeria dothidea,,,"Botryosphaeria dothidea chrysovirus 1 isolate LW-1 segment RNA 2 putative coat protein (CP) gene, complete cds"
93,NC_077825,Calla lily chlorotic spot virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthotospovirus callaflavi,Orthotospovirus,Tospoviridae,ssRNA(+/-),8911,RefSeq,complete,WSMoV,L,,Taiwan,Taiwan,Lilium,,,"Calla lily chlorotic spot virus segment L, complete sequence"
94,NC_077826,Calla lily chlorotic spot virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Calla lily,Orthotospovirus callaflavi,Orthotospovirus,Tospoviridae,ssRNA(+/-),3172,RefSeq,complete,WSMoV serotype Calla lily chlorotic spot virus,,1.0,Taiwan,Taiwan,,,,"Calla lily chlorotic spot virus nonstructural protein and nucleocapsid protein genes, complete cds"
95,NC_077827,Calla lily chlorotic spot virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthotospovirus callaflavi,Orthotospovirus,Tospoviridae,ssRNA(+/-),4704,RefSeq,complete,WSMoV,M,,Taiwan,Taiwan,Lilium,,,"Calla lily chlorotic spot virus segment M, complete sequence"
96,NC_077828,Orthobunyavirus thimiriense,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),984,RefSeq,complete,,S,1.0,"India: Thimiri, Walljah Tk., N. Arcot District",India,Ardeola grayii,,,"Thimiri orthobunyavirus strain VRC 66414 segment S, complete sequence"
97,NC_077829,Orthobunyavirus thimiriense,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4443,RefSeq,complete,,M,1.0,"India: Thimiri, Walljah Tk., N. Arcot District",India,Ardeola grayii,,,"Thimiri orthobunyavirus strain VRC 66414 segment M, complete sequence"
98,NC_077830,Orthobunyavirus thimiriense,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6991,RefSeq,complete,,L,1.0,"India: Thimiri, Walljah Tk., N. Arcot District",India,Ardeola grayii,,,"Thimiri orthobunyavirus strain VRC 66414 segment L, complete sequence"
99,NC_077831,Main Drain virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6847,RefSeq,complete,,L,1.0,USA: New Mexico,USA,Aedes vexans,,,"Main Drain virus strain 72V2567 segment L, complete sequence"
100,NC_077832,Main Drain virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),939,RefSeq,complete,,S,1.0,USA: New Mexico,USA,Aedes vexans,,,"Main Drain virus strain 72V2567 segment S, complete sequence"
101,NC_077833,Main Drain virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4481,RefSeq,complete,,M,1.0,USA: New Mexico,USA,Aedes vexans,,,"Main Drain virus strain 72V2567 segment M, complete sequence"
102,NC_077834,Manzanilla virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4516,RefSeq,complete,,M,1.0,Trinidad and Tobago: Trinidad,Trinidad and Tobago,Alouatta seniculus,,,"Manzanilla virus isolate TRVL 3586 membrane glycoprotein polyprotein gene, complete cds"
103,NC_077835,Manzanilla virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),982,RefSeq,complete,,S,1.0,Trinidad and Tobago: Trinidad,Trinidad and Tobago,Alouatta seniculus,,,"Manzanilla virus isolate TRVL 3586 nucleocapsid protein gene, complete cds"
104,NC_077836,Manzanilla virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6916,RefSeq,complete,,L,1.0,Trinidad and Tobago: Trinidad,Trinidad and Tobago,Alouatta seniculus,,,"Manzanilla virus isolate TRVL 3586 RNA polymerase gene, complete cds"
105,NC_077837,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1198,RefSeq,complete,3,S3,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment S3, complete sequence"
106,NC_077838,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1196,RefSeq,complete,3,S4,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment S4, complete sequence"
107,NC_077839,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,3860,RefSeq,complete,3,L1,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment L1, complete sequence"
108,NC_077840,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,3916,RefSeq,complete,3,L2,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment L2, complete sequence"
109,NC_077841,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,2304,RefSeq,complete,3,M1,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment M1, complete sequence"
110,NC_077842,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,3901,RefSeq,complete,3,L3,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment L3, complete sequence"
111,NC_077843,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,2207,RefSeq,complete,3,M2,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment M2, complete sequence"
112,NC_077844,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1416,RefSeq,complete,3,S1,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment S1, complete sequence"
113,NC_077845,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,2241,RefSeq,complete,3,M3,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment M3, complete sequence"
114,NC_077846,Mammalian orthoreovirus 3 Dearing,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1331,RefSeq,complete,3,S2,,USA,USA,Homo sapiens,,,"Mammalian orthoreovirus 3 Dearing strain T3D segment S2, complete sequence"
115,NC_077869,Chilibre virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,Pacuvirus,Peribunyaviridae,ssRNA(-),1052,RefSeq,complete,,S,,Panama: Canal Zone,Panama,Lutzomyia,,,"Chilibre virus isolate VP-118D segment S, complete sequence"
116,NC_077870,Chilibre virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,Pacuvirus,Peribunyaviridae,ssRNA(-),6836,RefSeq,complete,,L,,Panama: Canal Zone,Panama,Lutzomyia,,,"Chilibre virus isolate VP-118D segment L, complete sequence"
117,NC_077871,Chilibre virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,Pacuvirus,Peribunyaviridae,ssRNA(-),4655,RefSeq,complete,,M,,Panama: Canal Zone,Panama,Lutzomyia,,,"Chilibre virus isolate VP-118D segment M, complete sequence"
118,NC_078006,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,1845,RefSeq,complete,,10,1.0,Cote d'Ivoire: Tai National Park,Cote d'Ivoire,Molossidae,,,"Tai Forest reovirus putative microtubule-associated protein VP10 (QK577_s10gp1) gene, partial cds"
119,NC_078007,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,971,RefSeq,complete,,11,1.0,Cote d'Ivoire: Tai National Park,Cote d'Ivoire,Molossidae,,,"Tai Forest reovirus uncharacterised protein VP11 (QK577_s11gp1) gene, complete cds"
120,NC_078008,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,3513,RefSeq,complete,,3,1.0,Cote d'Ivoire,Cote d'Ivoire,Chaerephon aloysiisabaudiae,blood,,"Tai Forest reovirus isolate B30 putative membrane-spanning protein (QK577_s3gp1) gene, partial cds"
121,NC_078009,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,3041,RefSeq,complete,,5,1.0,Cote d'Ivoire: Tai National Park,Cote d'Ivoire,Molossidae,,,"Tai Forest reovirus uncharacterised protein VP5 (QK577_s5gp1) gene, complete cds"
122,NC_078010,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,1398,RefSeq,complete,,42,1.0,Cote d'Ivoire: Tai National Park,Cote d'Ivoire,Molossidae,,,"Tai Forest reovirus truncated uncharacterised protein VP4 (QK577_s42gp1) gene, partial cds"
123,NC_078011,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,1794,RefSeq,complete,,41,1.0,Cote d'Ivoire: Tai National Park,Cote d'Ivoire,Molossidae,,,"Tai Forest reovirus uncharacterised protein VP4 (QK577_s41gp1) gene, partial cds"
124,NC_078012,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,3987,RefSeq,complete,,2,1.0,Cote d'Ivoire,Cote d'Ivoire,Chaerephon aloysiisabaudiae,blood,,"Tai Forest reovirus isolate B30 putative RNA-methyltransferase (QK577_s2gp1) gene, complete cds"
125,NC_078013,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,1857,RefSeq,complete,,9,1.0,Cote d'Ivoire,Cote d'Ivoire,Chaerephon aloysiisabaudiae,blood,,"UNVERIFIED: Tai Forest reovirus isolate B30 non-structural protein-like gene, complete sequence; and structural protein (QK577_s9gp1) gene, complete cds"
126,NC_078014,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,4356,RefSeq,complete,,1,1.0,Cote d'Ivoire,Cote d'Ivoire,Chaerephon aloysiisabaudiae,blood,,"Tai Forest reovirus isolate B30 RNA-directed RNA polymerase (QK577_s1gp1) gene, complete cds"
127,NC_078015,Tai Forest reovirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,Spinareoviridae,dsRNA,2176,RefSeq,complete,,8,1.0,Cote d'Ivoire: Tai National Park,Cote d'Ivoire,Molossidae,,,"Tai Forest reovirus uncharacterised protein VP8 (QK577_s8gp1) gene, partial cds"
128,NC_078016,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),1716,RefSeq,complete,,RNA5a,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA5a p5 variant A (QK578_sRNA5agp1) gene, complete cds"
129,NC_078017,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),1340,RefSeq,complete,,RNA6,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA6 p6 protein (QK578_sRNA6gp1) gene, complete cds"
130,NC_078018,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),1709,RefSeq,complete,,RNA7,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA7 p7 protein (QK578_sRNA7gp1) gene, complete cds"
131,NC_078019,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),7027,RefSeq,complete,,RNA1,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA1 RNA replicase p1 (QK578_sRNA1gp1) gene, complete cds"
132,NC_078020,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),2245,RefSeq,complete,,RNA2,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA2 glycoprotein precursor p2 (QK578_sRNA2gp1) gene, complete cds"
133,NC_078021,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),1711,RefSeq,complete,,RNA5b,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA5b p5 variant B (QK578_sRNA5bgp1) gene, complete cds"
134,NC_078022,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),1525,RefSeq,complete,,RNA3,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA3 nucleocapsid protein p3 (QK578_sRNA3gp1) gene, complete cds"
135,NC_078023,Pistacia emaravirus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,Fimoviridae,ssRNA(-),1550,RefSeq,complete,,RNA4,,Turkey,Turkey,Pistacia vera,,,"Pistacia emaravirus isolate 55 segment RNA4 putative MP p4 (QK578_sRNA4gp1) gene, complete cds"
136,NC_078024,Colletotrichum camelliae filamentous virus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,Polymycoviridae,RNA,1122,RefSeq,complete,,RNA 5,1.0,China,China,Colletotrichum camelliae,,,"Colletotrichum camelliae filamentous virus 1 segment RNA 5, complete sequence"
137,NC_078025,Colletotrichum camelliae filamentous virus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,Polymycoviridae,RNA,990,RefSeq,complete,,RNA 8,1.0,China,China,Colletotrichum camelliae,,,"Colletotrichum camelliae filamentous virus 1 segment RNA 8, complete sequence"
138,NC_078026,Colletotrichum camelliae filamentous virus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,Polymycoviridae,RNA,1299,RefSeq,complete,,RNA 4,1.0,China,China,Colletotrichum camelliae,,,"Colletotrichum camelliae filamentous virus 1 segment RNA 4, complete sequence"
139,NC_078027,Colletotrichum camelliae filamentous virus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,Polymycoviridae,RNA,1085,RefSeq,complete,,RNA 6,1.0,China,China,Colletotrichum camelliae,,,"Colletotrichum camelliae filamentous virus 1 segment RNA 6, complete sequence"
140,NC_078028,Colletotrichum camelliae filamentous virus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,Polymycoviridae,RNA,2444,RefSeq,complete,,RNA 1,1.0,China,China,Colletotrichum camelliae,,,"Colletotrichum camelliae filamentous virus 1 segment RNA 1, complete sequence"
