Accession,Length,Family,Genus,Segment,GenBank_Title,Unnamed: 6
NC_078100,6553,Phenuiviridae,Phlebovirus,L,"Pacific coast tick phlebovirus isolate Docc2011cons segment L, complete sequence",
NC_078101,7269,Arenaviridae,Mammarenavirus,L,"Lijiang virus isolate KS4 RNA-dependent RNA polymerase (QK604_sLgp1) and Z protein (QK604_sLgp2) genes, complete cds",
NC_078102,3260,Arenaviridae,Mammarenavirus,S,"Lijiang virus isolate KS4 nonfunctional glycoprotein gene, complete sequence; and nucleoprotein (QK604_sSgp1) gene, complete cds",
NC_078103,6691,Phenuiviridae,Coguvirus,1,"Citrus virus A isolate W4 segment RNA1, complete sequence",
NC_078104,2740,Phenuiviridae,Coguvirus,2,"Citrus virus A isolate W4 segment RNA2, complete sequence",
NC_078105,7251,Arenaviridae,Mammarenavirus,L,"Alxa virus isolate RtDs-AreV-IM2014 RNA-dependent RNA polymerase (L) and Z protein (Z) genes, complete cds",
NC_078106,3341,Arenaviridae,Mammarenavirus,S,"Alxa virus isolate RtDs-AreV-IM2014 nucleocapsid protein (NP) gene, partial cds; and glycoprotein precursor (GPC) gene, complete cds",
NC_078111,1509,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 p14 protein (QK609_ssigmaCgp1) and sigmaC (QK609_ssigmaCgp2) genes, complete cds",
NC_078112,2435,Spinareoviridae,Orthoreovirus,M3,"Reptilian orthoreovirus strain CH1197/96 muNS (QK609_smuNSgp1) gene, complete cds",
NC_078113,2347,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 muA (QK609_sM2gp1) gene, complete cds",
NC_078114,2120,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 muB (QK609_smuBgp1) gene, complete cds",
NC_078115,1315,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 sigmaA (QK609_ssigmaAgp1) gene, complete cds",
NC_078116,1274,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 sigmaB (QK609_ssigmaBgp1) gene, complete cds",
NC_078117,3852,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 lambda B (QK609_sL3gp1) gene, complete cds",
NC_078118,3970,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 lambda A (QK609_sL1gp1) gene, complete cds",
NC_078119,3928,Spinareoviridae,Orthoreovirus,,"Reptilian orthoreovirus strain CH1197/96 lambda C (QK609_slambdaCgp1) gene, complete cds",
NC_078120,1207,Spinareoviridae,Orthoreovirus,S3,"Reptilian orthoreovirus strain CH1197/96 sigmaNS (QK609_ssigmaNSgp1) gene, complete cds",
NC_078121,4786,Phenuiviridae,Phlebovirus,M,"Bujaru virus strain BeAn47693 segment M, complete sequence",
NC_078122,1980,Phenuiviridae,Phlebovirus,S,"Bujaru virus strain BeAn47693 segment S, complete sequence",
NC_078123,6510,Phenuiviridae,Phlebovirus,L,"Bujaru virus strain BeAn47693 segment L, complete sequence",
NC_078124,2233,Polymycoviridae,Polymycovirus,2,Aspergillus fumigatus tetramycovirus-1 Serine protease domain gene for Protease,
NC_078125,1131,Polymycoviridae,Polymycovirus,4,"Aspergillus fumigatus tetramycovirus-1 PAS-rp, hexosaminidase domain gene for PAS-rich protein",
NC_078126,1970,Polymycoviridae,Polymycovirus,3,"Aspergillus fumigatus tetramycovirus-1 Methyl transferase domain, APC basic domain gene for Methyl transferase",
NC_078127,2403,Polymycoviridae,Polymycovirus,1,Aspergillus fumigatus tetramycovirus-1 RdRP gene for RNA dependent RNA polymerase,
NC_078128,4818,Nairoviridae,Orthonairovirus,M,"Kupe virus isolate K611 segment M, complete sequence",
NC_078129,1694,Nairoviridae,Orthonairovirus,S,"Kupe virus isolate K611 segment S, complete sequence",
NC_078130,12330,Nairoviridae,Orthonairovirus,L,"Kupe virus isolate K611 segment L, complete sequence",
NC_078131,1754,Nairoviridae,Orthonairovirus,S,"Issyk-Kul virus strain LEIV-315K segment S, complete sequence",
NC_078132,5297,Nairoviridae,Orthonairovirus,M,"Issyk-Kul virus strain LEIV-315K segment M, complete sequence",
NC_078133,12238,Nairoviridae,Orthonairovirus,L,"Issyk-Kul virus strain LEIV-315K segment L, complete sequence",
NC_078146,12117,Nairoviridae,Orthonairovirus,L,"Abu Hammad virus strain Art 1194 segment L, complete sequence",
NC_078147,1777,Nairoviridae,Orthonairovirus,S,"Abu Hammad virus strain Art 1194 segment S, complete sequence",
NC_078148,4702,Nairoviridae,Orthonairovirus,M,"Abu Hammad virus strain Art 1194 segment M, complete sequence",
NC_078149,4441,Nairoviridae,Orthonairovirus,M,"Abu Mina virus strain EG AN 4996 segment M, complete sequence",
NC_078150,12215,Nairoviridae,Orthonairovirus,L,"Abu Mina virus strain EG AN 4996 segment L, complete sequence",
NC_078151,1760,Nairoviridae,Orthonairovirus,S,"Abu Mina virus strain EG AN 4996 segment S, complete sequence",
NC_078158,4092,Nairoviridae,Orthonairovirus,M,"Punta Salinas virus strain CalArt888 segment M, complete sequence",
NC_078159,11961,Nairoviridae,Orthonairovirus,L,"Punta Salinas virus strain CalArt888 segment L, complete sequence",
NC_078160,1485,Nairoviridae,Orthonairovirus,S,"Punta Salinas virus strain CalArt888 segment S, complete sequence",
NC_078167,4335,Nairoviridae,Orthonairovirus,M,"Soldado virus strain TRVL 52214 segment M, complete sequence",
NC_078168,12003,Nairoviridae,Orthonairovirus,L,"Soldado virus strain TRVL 52214 segment L, complete sequence",
NC_078169,1932,Nairoviridae,Orthonairovirus,S,"Soldado virus strain TRVL 52214 segment S, complete sequence",
NC_078223,2182,Chuviridae,Demapteravirus,2,Dermapteran chu-related virus OKIAV142 segment N genomic sequence,
NC_078224,8463,Chuviridae,Demapteravirus,L-G,Dermapteran chu-related virus OKIAV142 segment L-G genomic sequence,
NC_078225,12170,Nairoviridae,Orthonairovirus,L,"Crimean-Congo hemorrhagic fever virus 2 strain AP92 segment L, complete sequence",
NC_078226,1659,Nairoviridae,Orthonairovirus,S,"Crimean-Congo hemorrhagic fever virus 2 strain AP92 segment S, complete sequence",
NC_078227,5416,Nairoviridae,Orthonairovirus,M,"Crimean-Congo hemorrhagic fever virus 2 strain AP92 segment M, complete sequence",
NC_078228,6822,Peribunyaviridae,Orthobunyavirus,L,"Oyo virus segment L RNA polymerase gene, complete cds",
NC_078229,917,Peribunyaviridae,Orthobunyavirus,S,"Oyo virus segment S nucleocapsid gene, complete cds",
NC_078230,4376,Peribunyaviridae,Orthobunyavirus,M,"Oyo virus segment M polyprotein gene, complete cds",
NC_078231,867,Peribunyaviridae,Orthobunyavirus,S,"Mapputta virus isolate MRM186 segment S, complete sequence",
NC_078232,4356,Peribunyaviridae,Orthobunyavirus,M,"Mapputta virus isolate MRM186 segment M, complete sequence",
NC_078233,6887,Peribunyaviridae,Orthobunyavirus,L,"Mapputta virus isolate MRM186 segment L, complete sequence",
NC_078234,4338,Peribunyaviridae,Orthobunyavirus,M,"Buffalo Creek virus isolate DPP186 segment M, complete sequence",
NC_078235,6921,Peribunyaviridae,Orthobunyavirus,L,"Buffalo Creek virus isolate DPP186 segment L, complete sequence",
NC_078236,927,Peribunyaviridae,Orthobunyavirus,S,"Buffalo Creek virus isolate DPP186 segment S, complete sequence",
NC_078239,2025,Nairoviridae,Xinspivirus,S,"Xinzhou Spider Virus strain XZZZ-2 nucleocapsid protein (N) gene, complete cds",
NC_078240,3322,Nairoviridae,Xinspivirus,M,"Xinzhou Spider Virus strain XZZZ-2 glycoprotein precursor (G) gene, partial cds",
NC_078241,12336,Nairoviridae,Xinspivirus,L,"Xinzhou Spider Virus strain XZZZ-2 RNA-dependent RNA polymerase (L) gene, complete cds",
NC_078242,4359,Peribunyaviridae,Orthobunyavirus,M,"Gan Gan virus segment M, complete sequence",
NC_078243,6849,Peribunyaviridae,Orthobunyavirus,L,"Gan Gan virus segment L, complete sequence",
NC_078244,910,Peribunyaviridae,Orthobunyavirus,S,"Gan Gan virus segment S, complete sequence",
NC_078245,6453,Phenuiviridae,Phlebovirus,L,"Corfou virus strain Pa Ar 814 segment L, complete sequence",
NC_078246,1704,Phenuiviridae,Phlebovirus,S,"Corfou virus strain Pa Ar 814 segment S, complete sequence",
NC_078247,4329,Phenuiviridae,Phlebovirus,M,"Corfou virus strain Pa Ar 814 segment M, complete sequence",
NC_078248,4573,Nairoviridae,Orthonairovirus,M,"Taggert virus glycoprotein precursor (QK646_sMgp1) gene, complete cds",
NC_078249,11854,Nairoviridae,Orthonairovirus,L,"Taggert virus RNA-dependent RNA polymerase (QK646_sLgp1) gene, complete cds",
NC_078250,1630,Nairoviridae,Orthonairovirus,S,"Taggert virus nucleocapsid (QK646_sSgp1) gene, complete cds",
NC_078251,5130,Nairoviridae,Orthonairovirus,M,UNVERIFIED: Bandia virus isolate IPD/A611 segment M genomic sequence,
NC_078252,1960,Nairoviridae,Orthonairovirus,S,UNVERIFIED: Bandia virus isolate IPD/A611 segment S genomic sequence,
NC_078253,12139,Nairoviridae,Orthonairovirus,L,UNVERIFIED: Bandia virus isolate IPD/A611 segment L genomic sequence,
NC_078254,12189,Nairoviridae,Orthonairovirus,L,"UNVERIFIED: Clo Mor virus isolate 52301-14 segment L, complete sequence",
NC_078255,4799,Nairoviridae,Orthonairovirus,M,"UNVERIFIED: Clo Mor virus isolate 52301-14 segment M, complete sequence",
NC_078259,1739,Nairoviridae,Orthonairovirus,N,"Pacific coast tick nairovirus isolate Docc2011cons segment N, complete sequence",
NC_078260,12461,Nairoviridae,Orthonairovirus,M,"Pacific coast tick nairovirus isolate Docc2011cons segment M, complete sequence",
NC_078261,3583,Hantaviridae,Mobatvirus,M,"Xuan son virus isolate PR15 segment M, complete sequence",
NC_078262,6522,Hantaviridae,Mobatvirus,L,"Xuan son virus isolate PR15 segment L, complete sequence",
NC_078263,1743,Hantaviridae,Mobatvirus,S,"Xuan son virus isolate PR15 segment S, complete sequence",
NC_078266,12133,Nairoviridae,Orthonairovirus,L,"Vinegar Hill virus isolate CS1499 segment L, complete sequence",
NC_078267,1729,Nairoviridae,Orthonairovirus,S,"Vinegar Hill virus isolate CS1499 segment S, complete sequence",
NC_078268,4473,Nairoviridae,Orthonairovirus,M,"Vinegar Hill virus isolate CS1499 segment M, complete sequence",
NC_078269,1100,Peribunyaviridae,Orthobunyavirus,S,"Triniti virus strain TVRL7994 nucleocapsid protein (QK654_gp1) gene, complete cds",
NC_078270,6868,Peribunyaviridae,Orthobunyavirus,L,"Triniti virus strain TVRl7994 RNA-dependent RNA polymerase (QK654_gp1) gene, complete cds",
NC_078271,4743,Peribunyaviridae,Orthobunyavirus,M,"Triniti virus strain TVRL7994 polyprotein (QK654_gp1) gene, complete cds",
NC_078274,1019,Peribunyaviridae,Orthobunyavirus,S,"Sedlec virus strain Av 172 segment S, complete sequence",
NC_078275,4598,Peribunyaviridae,Orthobunyavirus,M,"Sedlec virus strain Av 172 segment M, complete sequence",
NC_078276,6915,Peribunyaviridae,Orthobunyavirus,L,"Sedlec virus strain Av 172 segment L, complete sequence",
NC_078280,3266,Cruliviridae,Lincruvirus,M,"Chinese mitten crab virus 1 segment M, complete sequence",
NC_078281,6691,Cruliviridae,Lincruvirus,L,"Chinese mitten crab virus 1 segment L, complete sequence",
NC_078282,836,Cruliviridae,Lincruvirus,S,"Chinese mitten crab virus 1 segment S, complete sequence",
NC_078283,6475,Arenaviridae,Antennavirus,L,"MAG: Salmon pescarenavirus 1 isolate G518 segment L RNA-dependent RNA polymerase (QK659_sLgp1) gene, complete cds",
NC_078284,1950,Arenaviridae,Antennavirus,M,"MAG: Salmon pescarenavirus 1 isolate G518 segment M glycoprotein (QK659_sMgp1) gene, complete cds",
NC_078285,1924,Arenaviridae,Antennavirus,S,"MAG: Salmon pescarenavirus 1 isolate G518 segment S nucleoprotein (QK659_sSgp1) gene, complete cds",
NC_078289,1630,Nairoviridae,Orthonairovirus,S,"Sapphire II virus segment II_S, complete sequence",
NC_078290,12157,Nairoviridae,Orthonairovirus,L,"Sapphire II virus segment II_L, complete sequence",
NC_078291,4753,Nairoviridae,Orthonairovirus,M,"Sapphire II virus segment II_M, complete sequence",
NC_078292,3369,Arenaviridae,Mammarenavirus,S,"Kitale virus strain AreV2170KEN glycoprotein precursor (GPC) and nucleocapsid protein (NP) genes, complete cds",
NC_078293,7284,Arenaviridae,Mammarenavirus,L,"Kitale virus strain AreV2170KEN Z protein (Z) and RNA-dependent RNA polymerase (RdRp) genes, complete cds",
NC_078294,6680,Phenuiviridae,Phasivirus,L,"Guadeloupe mosquito phasivirus strain Ab-AAF-1-3 segment L, complete sequence",
NC_078295,3834,Phenuiviridae,Phasivirus,M,"Guadeloupe mosquito phasivirus strain Ab-AAF-1-3 segment M, complete sequence",
NC_078296,1388,Phenuiviridae,Phasivirus,S,"Guadeloupe mosquito phasivirus strain Ab-AAF-1-3 segment S, complete sequence",
NC_078297,3776,Phenuiviridae,Tanzavirus,M,"Dar es Salaam virus TZ-189 segment M, complete sequence",
NC_078298,1309,Phenuiviridae,Tanzavirus,S,"Dar es Salaam virus TZ-189 segment S, complete sequence",
NC_078299,6474,Phenuiviridae,Tanzavirus,L,"Dar es Salaam virus TZ-189 segment L, complete sequence",
NC_078300,4193,Phenuiviridae,Phlebovirus,M,"Penshurt virus strain ANHV-Costa Rica segment M glycoprotein (QK665_sMgp1) gene, complete cds",
NC_078301,6344,Phenuiviridae,Phlebovirus,L,"Penshurt virus strain ANHV-Costa Rica segment L RNA-dependent RNA polymerase (QK665_sLgp1) gene, complete cds",
NC_078302,1670,Phenuiviridae,Phlebovirus,S,"Penshurt virus strain ANHV-Costa Rica segment S nonstructural protein (QK665_sSgp1) and nucleocapsid protein (QK665_sSgp2) genes, complete cds",
NC_078309,6916,Phasmaviridae,Orthophasmavirus,L,"Niukluk phantom virus isolate C7 segment L, complete sequence",
NC_078310,2438,Phasmaviridae,Orthophasmavirus,S,"Niukluk phantom virus isolate C7 segment S, complete sequence",
NC_078311,2762,Phasmaviridae,Orthophasmavirus,M,"Niukluk phantom virus isolate C7 segment M, complete sequence",
NC_078315,5961,Arenaviridae,Hartmanivirus,L,"Andere Heimat virus 1 isolate 1164-18_AHeV-1 segment L, complete sequence",
NC_078316,3598,Arenaviridae,Hartmanivirus,S,"Andere Heimat virus 1 isolate 1164-18_AHeV-1 segment S, complete sequence",
NC_078317,1931,Phenuiviridae,Mobuvirus,M,Narangue virus strain Mati1754-2 segment M genomic sequence,
NC_078318,7394,Phenuiviridae,Mobuvirus,L,Narangue virus strain Mati1754-2 segment L genomic sequence,
NC_078319,1492,Phenuiviridae,Mobuvirus,S,Narangue virus strain Mati1754-2 segment S genomic sequence,
NC_078323,12024,Nairoviridae,Orthonairovirus,L,"Meram virus isolate M1 RNA-dependent RNA polymerase (QK672_gp1) gene, complete cds",
NC_078324,1458,Nairoviridae,Orthonairovirus,S,"Meram virus isolate M1 nucleoprotein (QK672_gp1) gene, complete cds",
NC_078325,4374,Nairoviridae,Orthonairovirus,M,"Meram virus isolate M1 glycoprotein precursor (QK672_gp1) gene, complete cds",
NC_078326,6861,Phasmaviridae,Feravirus,L,Hemipteran phasma-related virus OKIAV247 segment L genomic sequence,
NC_078327,4251,Phasmaviridae,Feravirus,M,Hemipteran phasma-related virus OKIAV247 segment M genomic sequence,
NC_078328,1611,Phasmaviridae,Feravirus,S,Hemipteran phasma-related virus OKIAV247 segment S genomic sequence,
NC_078332,6583,Phasmaviridae,Orthophasmavirus,L,Coleopteran phasma-related virus OKIAV235 segment L genomic sequence,
NC_078333,1708,Phasmaviridae,Orthophasmavirus,M,Coleopteran phasma-related virus OKIAV235 segment M genomic sequence,
NC_078334,1646,Phasmaviridae,Orthophasmavirus,S,Coleopteran phasma-related virus OKIAV235 segment S genomic sequence,
NC_078346,6380,Phenuiviridae,Phlebovirus,L,"Embossos virus strain SP288-KE-2016 segment L, complete sequence",
NC_078347,1874,Phenuiviridae,Phlebovirus,S,"Embossos virus strain SP288-KE-2016 segment S, complete sequence",
NC_078348,4251,Phenuiviridae,Phlebovirus,M,"Embossos virus strain SP288-KE-2016 segment M, complete sequence",
NC_078349,4233,Phenuiviridae,Phlebovirus,M,"Bogoria virus strain SP105-KE-2016 segment M, complete sequence",
NC_078350,6366,Phenuiviridae,Phlebovirus,L,"Bogoria virus strain SP105-KE-2016 segment L, complete sequence",
NC_078351,1715,Phenuiviridae,Phlebovirus,S,"Bogoria virus strain SP105-KE-2016 segment S, complete sequence",
NC_078352,4238,Phenuiviridae,Phlebovirus,M,"Kiborgoch virus strain SSP39-KE-2016 segment M, complete sequence",
NC_078353,1835,Phenuiviridae,Phlebovirus,S,"Kiborgoch virus strain SSP39-KE-2016 segment S, complete sequence",
NC_078354,6369,Phenuiviridae,Phlebovirus,L,"Kiborgoch virus strain SSP39-KE-2016 segment L, complete sequence",
NC_078355,6472,Phenuiviridae,Phlebovirus,L,"Perkerra virus strain SP166-KE-2016 segment L, complete sequence",
NC_078356,1722,Phenuiviridae,Phlebovirus,S,"Perkerra virus strain SP166-KE-2016 segment S, complete sequence",
NC_078357,4194,Phenuiviridae,Phlebovirus,M,"Perkerra virus strain SP166-KE-2016 segment M, complete sequence",
NC_078358,6660,Phenuiviridae,Phasivirus,L,"Parry's Creek phasivirus 1 isolate PCPV1/pool-10 segment L RNA-dependent RNA polymerase (QK683_sLgp1) gene, complete cds",
NC_078359,3720,Phenuiviridae,Phasivirus,M,"Parry's Creek phasivirus 1 isolate PCPV1/pool-10 segment M glycoprotein (QK683_sMgp1) gene, complete cds",
NC_078360,810,Phenuiviridae,Phasivirus,S,"Parry's Creek phasivirus 1 isolate PCPV1/pool-10 segment S nucleoprotein (QK683_sSgp1) gene, complete cds",
NC_078361,4301,Phasmaviridae,Feravirus,M,"Neuropteran phasma-related virus OKIAV248 glycoprotein (QK684_sMgp1) gene, complete cds",
NC_078362,6855,Phasmaviridae,Feravirus,L,"Neuropteran phasma-related virus OKIAV248 RdRp (QK684_sLgp1) gene, complete cds",
NC_078363,1529,Phasmaviridae,Feravirus,S,"Neuropteran phasma-related virus OKIAV248 nucleoprotein (QK684_sSgp1) gene, complete cds",
NC_078364,1294,Fimoviridae,Emaravirus,4,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA4, complete sequence",
NC_078365,1080,Fimoviridae,Emaravirus,3,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA3a, complete sequence",?
NC_078366,7291,Fimoviridae,Emaravirus,1,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA1, complete sequence",
NC_078367,1078,Fimoviridae,Emaravirus,3,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA3b, complete sequence",?
NC_078368,2092,Fimoviridae,Emaravirus,2,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA2, complete sequence",
NC_078369,998,Fimoviridae,Emaravirus,7,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA7, complete sequence",
NC_078370,1097,Fimoviridae,Emaravirus,6,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA6b, complete sequence",?
NC_078371,1050,Fimoviridae,Emaravirus,6,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA6c, complete sequence",?
NC_078372,1066,Fimoviridae,Emaravirus,5,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA5, complete sequence",
NC_078373,1128,Fimoviridae,Emaravirus,6,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA6a, complete sequence",?
NC_078374,7022,Fimoviridae,Emaravirus,1,"Palo verde broom virus isolate P4 segment RNA1, complete sequence",
NC_078375,1369,Fimoviridae,Emaravirus,3,"Palo verde broom virus isolate P4 segment RNA3, complete sequence",
NC_078376,2104,Fimoviridae,Emaravirus,2,"Palo verde broom virus isolate P4 segment RNA2, complete sequence",
NC_078377,1478,Fimoviridae,Emaravirus,4,"Palo verde broom virus isolate P4 segment RNA4, complete sequence",
